user_id,book_id,rating,timestamp
U101,B114,5.0,1672531199
U101,B115,4.5,1672617599
U101,B116,4.0,1672703999
U101,B117,4.5,1672790399
U101,B146,5.0,1672876799
U101,B147,5.0,1672963199
U101,B148,4.0,1673049599
U101,B102,4.5,1673135999
U101,B110,4.0,1673222399
U101,B107,3.5,1673308799
U101,B106,4.0,1673395199
U101,B133,4.0,1673481599
U102,B106,5.0,1672531200
U102,B111,5.0,1672617600
U102,B112,5.0,1672704000
U102,B113,5.0,1672790400
U102,B118,4.5,1672876800
U102,B119,4.5,1672963200
U102,B120,4.0,1673049600
U102,B121,5.0,1673136000
U102,B122,4.5,1673222400
U102,B114,4.0,1673308800
U102,B146,4.5,1673395200
U102,B101,4.0,1673481600
U103,B104,5.0,1672531201
U103,B108,5.0,1672617601
U103,B142,4.5,1672704001
U103,B143,4.5,1672790401
U103,B144,4.0,1672876801
U103,B101,4.5,1672963201
U103,B103,4.0,1673049601
U103,B138,5.0,1673136001
U103,B139,4.5,1673222401
U103,B140,4.0,1673308801
U104,B123,5.0,1672531202
U104,B124,4.5,1672617602
U104,B125,4.5,1672704002
U104,B126,5.0,1672790402
U104,B127,5.0,1672876802
U104,B128,4.5,1672963202
U104,B129,4.5,1673049602
U104,B145,4.0,1673136002
U104,B102,3.5,1673222402
U104,B114,3.5,1673308802
U105,B130,5.0,1672531203
U105,B131,4.5,1672617603
U105,B132,4.5,1672704003
U105,B133,5.0,1672790403
U105,B134,5.0,1672876803
U105,B135,4.5,1672963203
U105,B136,5.0,1673049603
U105,B137,3.5,1673136003
U105,B101,4.5,1673222403
U105,B149,4.0,1673308803
U106,B101,5.0,1672531204
U106,B102,4.5,1672617604
U106,B103,4.5,1672704004
U106,B105,4.0,1672790404
U106,B107,4.0,1672876804
U106,B109,4.5,1672963204
U106,B110,4.0,1673049604
U106,B149,5.0,1673136004
U106,B150,5.0,1673222404
U106,B135,4.5,1673308804
U107,B114,4.5,1672531205
U107,B115,4.0,1672617605
U107,B146,5.0,1672704005
U107,B147,4.5,1672790405
U107,B106,4.5,1672876805
U107,B111,4.5,1672963205
U107,B118,4.0,1673049605
U107,B121,4.5,1673136005
U107,B122,4.0,1673222405
U107,B130,4.0,1673308805
U108,B111,5.0,1672531206
U108,B112,4.5,1672617606
U108,B113,5.0,1672704006
U108,B119,5.0,1672790406
U108,B120,4.5,1672876806
U108,B121,4.5,1672963206
U108,B122,5.0,1673049606
U108,B118,4.5,1673136006
U108,B106,4.5,1673222406
U109,B102,5.0,1672531207
U109,B107,4.5,1672617607
U109,B109,5.0,1672704007
U109,B110,4.5,1672790407
U109,B114,4.5,1672876807
U109,B116,4.0,1672963207
U109,B149,4.5,1673049607
U109,B101,4.0,1673136007
U110,B127,5.0,1672531208
U110,B128,5.0,1672617608
U110,B129,4.5,1672704008
U110,B125,4.5,1672790408
U110,B126,4.0,1672876808
U110,B145,4.5,1672963208
U110,B123,4.0,1673049608
U110,B101,4.0,1673136008
U111,B134,5.0,1672531209
U111,B133,4.5,1672617609
U111,B130,4.5,1672704009
U111,B135,4.0,1672790409
U111,B136,4.5,1672876809
U111,B137,3.0,1672963209
U111,B131,4.0,1673049609
U111,B146,4.0,1673136009
U112,B104,5.0,1672531210
U112,B108,4.5,1672617610
U112,B143,5.0,1672704010
U112,B144,4.5,1672790410
U112,B142,4.0,1672876810
U112,B103,4.0,1672963210
U112,B138,4.5,1673049610
U112,B139,4.5,1673136010
U113,B138,5.0,1672531211
U113,B139,5.0,1672617611
U113,B140,5.0,1672704011
U113,B141,4.5,1672790411
U113,B101,4.5,1672876811
U113,B104,4.0,1672963211
U113,B149,4.0,1673049611
U114,B146,5.0,1672531212
U114,B147,5.0,1672617612
U114,B114,4.5,1672704012
U114,B115,4.5,1672790412
U114,B117,4.0,1672876812
U114,B148,4.5,1672963212
U114,B102,4.0,1673049612
U114,B106,4.0,1673136012
U115,B121,5.0,1672531213
U115,B122,5.0,1672617613
U115,B118,4.5,1672704013
U115,B119,4.0,1672790413
U115,B120,4.0,1672876813
U115,B111,4.5,1672963213
U115,B112,4.0,1673049613
U116,B123,4.5,1672531214
U116,B124,4.5,1672617614
U116,B125,4.0,1672704014
U116,B145,4.5,1672790414
U116,B127,4.0,1672876814
U116,B140,4.0,1672963214
U117,B131,5.0,1672531215
U117,B132,5.0,1672617615
U117,B130,4.5,1672704015
U117,B138,4.5,1672790415
U117,B140,4.5,1672876815
U117,B101,4.0,1672963215
U118,B149,5.0,1672531216
U118,B150,5.0,1672617616
U118,B101,4.5,1672704016
U118,B102,4.5,1672790416
U118,B105,4.0,1672876816
U118,B135,4.5,1672963216
U118,B136,4.5,1673049616
U119,B102,4.5,1672531217
U119,B107,4.0,1672617617
U119,B109,4.5,1672704017
U119,B114,4.5,1672790417
U119,B146,4.5,1672876817
U119,B134,4.0,1672963217
U120,B106,5.0,1672531218
U120,B111,5.0,1672617618
U120,B112,4.5,1672704018
U120,B113,4.5,1672790418
U120,B114,4.0,1672876818
U120,B146,4.0,1672963218
U121,B135,5.0,1672531219
U121,B136,5.0,1672617619
U121,B137,4.0,1672704019
U121,B130,4.5,1672790419
U121,B133,4.5,1672876819
U121,B102,4.0,1672963219
U122,B104,4.5,1672531220
U122,B143,4.5,1672617620
U122,B144,4.0,1672704020
U122,B108,4.0,1672790420
U122,B139,4.0,1672876820
U123,B125,5.0,1672531221
U123,B126,5.0,1672617621
U123,B145,4.5,1672704021
U123,B127,4.5,1672790421
U123,B128,4.0,1672876821
U124,B115,4.5,1672531222
U124,B116,4.5,1672617622
U124,B117,4.0,1672704022
U124,B148,4.5,1672790422
U124,B114,4.0,1672876822
U125,B140,5.0,1672531223
U125,B141,5.0,1672617623
U125,B138,4.5,1672704023
U125,B139,4.5,1672790423
U125,B101,4.0,1672876823
U126,B118,5.0,1672531224
U126,B121,5.0,1672617624
U126,B122,4.5,1672704024
